name,SoundD,Soundex,Metaphone
TAKILA  ML,3245,T245,TKLML
TAKUMI  ,3250,T250,TKM
TAKUMI  ,3250,T250,TKM
TAKUMI  ,3250,T250,TKM
TAKUMI  ,3250,T250,TKM
TAKUMI  ,3250,T250,TKM
TAKUMI  ,3250,T250,TKM
TALIAH SC  ML,3425,T425,TLSKML
TALIAH SC  ML,3425,T425,TLSKML
TALSTAR  EC  ML,3423,T423,TLSTRKML
TALSTAR  EC  ML,3423,T423,TLSTRKML
TALSTAR  EC  L,3423,T423,TLSTRKL
TALSTAR  EC  ML,3423,T423,TLSTRKML
TALWAR  ,3460,T460,TLWR
TALWAR PLUS  ML,3461,T461,TLWRPLSML
TAMAR  ,3560,T560,TMR
TAMAR  ,3560,T560,TMR
TAPUZ  ,3120,T120,TPS
TAPUZ  ,3120,T120,TPS
TAPUZ  ,3120,T120,TPS
TAPUZ  ,3120,T120,TPS
TAPUZ  ,3120,T120,TPS
TAQAT  ,3230,T230,TKT
TAQAT  ,3230,T230,TKT
TAQAT  ,3230,T230,TKT
TAQAT  ,3230,T230,TKT
TAQAT  ,3230,T230,TKT
TARGA SUPER  ML,3622,T622,TRKSPRML
TARGA SUPER  ML,3622,T622,TRKSPRML
TARGA SUPER  ML,3622,T622,TRKSPRML
TARGA SUPER  ML,3622,T622,TRKSPRML
TARGA SUPER  L,3622,T622,TRKSPRL
TARGET . ,3623,T623,TRJT
TARGET . ,3623,T623,TRJT
TATABEN  ,3315,T315,TTBN
TATABEN  ,3315,T315,TTBN
TATA ERGON  ML,3362,T362,TTRKNML
TATA ERGON  ML,3362,T362,TTRKNML
TATA ERGON  ML,3362,T362,TTRKNML
TATA ERGON  L,3362,T362,TTRKNL
TATAFEN E  ML,3315,T315,TTFNML
TATA M  ,3350,T350,TTM
TATA M  ,3350,T350,TTM
TATA MANIK  ,3355,T355,TTMNK
TATA MANIK  ,3355,T355,TTMNK
TATA MANIK  ,3355,T355,TTMNK
TATA MANIK  ,3355,T355,TTMNK
TATA MANIK  ,3355,T355,TTMNK
TATA MASTER  ,3352,T352,TTMSTR
TATA MASTER  ,3352,T352,TTMSTR
TATA MASTER  ,3352,T352,TTMSTR
TATA MASTER  ,3352,T352,TTMSTR
TATA METRI  ,3353,T353,TTMTR
TATA METRI  ,3353,T353,TTMTR
TATA METRI  ,3353,T353,TTMTR
TATAMIDA  ML,3353,T353,TTMTML
TATAMIDA  ML,3353,T353,TTMTML
TATAMIDA  ML,3353,T353,TTMTML
TATA PANIDA  L,3315,T315,TTPNTL
TATA PANIDA  L,3315,T315,TTPNTL
TATA PANIDA  ML,3315,T315,TTPNTML
TATA PANIDA  ML,3315,T315,TTPNTML
TEBAZO  ML,3125,T125,TBSML
TEBUSULF  ,3124,T124,TBSLF
TEBUSULF  ,3124,T124,TBSLF
TEBUSULF  ,3124,T124,TBSLF
TEBUSULF  ,3124,T124,TBSLF
TEBUZOL  L,3124,T124,TBSL
TERMINATOR   ML,3655,T655,TRMNTRML
TERMINATOR   ML,3655,T655,TRMNTRML
TERMINATOR   ML,3655,T655,TRMNTRML
TERMINATOR   L,3655,T655,TRMNTRL
TERMIPHOS G  ,3651,T651,TRMFSK
TERMITE %  L,3653,T653,TRMTL
THAIMET G  ,3532,T532,0MTK
THERON  ML,3654,T654,0RNML
THERON  L,3654,T654,0RNL
THERON  ML,3654,T654,0RNML
THIASTAR  ,3236,T236,0STR
THIASTAR SUPER  ML,3236,T236,0STRSPRML
THIONUTRI  ,3536,T536,0NTR
THIONUTRI  ,3536,T536,0NTR
THIONUTRI  ,3536,T536,0NTR
THIRAM % WS  ,3652,T652,0RMS
THOR  ML,3654,T654,0RML
THOR  ML,3654,T654,0RML
THOR  L,3640,T640,0RL
TIDE  ML,3354,T354,TTML
TIDE  ML,3354,T354,TTML
TIDE  L,3340,T340,TTL
TIGER  ,3260,T260,TJR
TILT  ML,3435,T435,TLTML
TILT  ML,3435,T435,TLTML
TINTO  ML,3535,T535,TNTML
TITLIS  ML,3342,T342,TTLSML
TIZONA  ,3250,T250,TSN
TIZONA  ,3250,T250,TSN
TOKEN  SG  ,3252,T252,TKNSK
TOKEN  SG  ,3252,T252,TKNSK
TOKEN  SG . ,3252,T252,TKNSK
TOKEN  SG  ,3252,T252,TKNSK
TOKEN  SG  ,3252,T252,TKNSK
TOPGUN  ,3125,T125,TPKN
TOPIK  ,3120,T120,TPK
TOPMAST  ,3152,T152,TPMST
TOPPER  ,3160,T160,TPR
TOPPER  ,3160,T160,TPR
TOPPER  ,3160,T160,TPR
TOPSTAR . ,3123,T123,TPSTR
TORPID  ,3613,T613,TRPT
TORPID  ,3613,T613,TRPT
TORPID  ,3613,T613,TRPT
TORPID PRO  ML,3613,T613,TRPTPRML
TORPID PRO  L,3613,T613,TRPTPRL
TOTAL CONTROL  ML,3342,T342,TTLKNTRLML
TOTAL CONTROL  ML,3342,T342,TTLKNTRLML
TOTAL CONTROL  L,3342,T342,TTLKNTRL
TOTAL   ,3340,T340,TTL
TOUCHDOWN  L,3235,T235,TXTNL
TOWER   ,3600,T600,TWR
TRACER  ML,3626,T626,TRSRML
TRACER  ML,3626,T626,TRSRML
TRACER . ML,3626,T626,TRSRML
TRACER  ML,3626,T626,TRSRML
TRETA  ,3630,T630,TRT
TRETA  ,3630,T630,TRT
TRICEL  ML,3624,T624,TRSLML
TRICEL  ML,3624,T624,TRSLML
TRICEL  ML,3624,T624,TRSLML
TRICEL  L,3624,T624,TRSL
TRICODERMA  L,3623,T623,TRKTRML
TRIMBO  ML,3651,T651,TRMBML
TRIMBO . ML,3651,T651,TRMBML
TRIMBO  ML,3651,T651,TRMBML
TRINNASHI  SL  L,3652,T652,TRNXSL
TRINNASHI  SL  L,3652,T652,TRNXSL
TRISHUK  ,3622,T622,TRXK
TRIUMPHCARD .% DUST  ,3651,T651,TRMFKRTST
TRIUMPHCARD .% DUST  ,3651,T651,TRMFKRTST
TRIUMPHCARD .% DUST  ,3651,T651,TRMFKRTST
TRUCOP  ,3621,T621,TRKP
TRUST  ,3623,T623,TRST
TRUST  ,3623,T623,TRST
TRUST  ,3623,T623,TRST
TRUST  ,3623,T623,TRST
TRUST  ,3623,T623,TRST
TURF  ,3610,T610,TRF
TURF  ,3610,T610,TRF
TURNUS  ML,3652,T652,TRNSML
TURNUS  ML,3652,T652,TRNSML
TURNUS  ML,3652,T652,TRNSML
TURNUS  L,3652,T652,TRNSL
TYNZER  ML,3526,T526,TNSRML
TYNZER  ML,3526,T526,TNSRML
TYNZER  ML,3526,T526,TNSRML
TYNZER  ML,3526,T526,TNSRML
ULALA  ,4400,U440,ULL
ULALA  ,4400,U440,ULL
ULALA  ,4400,U440,ULL
ULALA  ,4400,U440,ULL
ULALA  ,4400,U440,ULL
ULALA  ,4400,U440,ULL
ULALA  ,4400,U440,ULL
ULFA  ML,4154,U415,ULFML
ULFA  ML,4154,U415,ULFML
ULFA  ML,4154,U415,ULFML
ULTIMO SUPER  L,4352,U435,ULTMSPRL
UMET  ,5300,U530,UMT
UMPIRE  ,5160,U516,UMPR
UMPIRE  ,5160,U516,UMPR
UMPIRE  ,5160,U516,UMPR
UMPIRE  ,5160,U516,UMPR
UMPIRE  ,5160,U516,UMPR
UMPIRE  ,5160,U516,UMPR
UNILAX  ,5420,U542,UNLKS
UNIPRO  ML,5165,U516,UNPRML
UNIPRO  ML,5165,U516,UNPRML
UNIPRO  L,5164,U516,UNPRL
UNIQUAT  L,5234,U523,UNKTL
USTAAD  ML,2335,U233,USTTML
USTAAD  ML,2335,U233,USTTML
USTAAD  ML,2335,U233,USTTML
USTAAD  L,2334,U233,USTTL
USTAAD  ML,2335,U233,USTTML
UTHANE ADVANCE  ,3531,U353,U0NTFNS
UTHANE ADVANCE  ,3531,U353,U0NTFNS
UTHANE ADVANCE  ,3531,U353,U0NTFNS
UTHANE M  ,3550,U355,U0NM
UTHANE M  ,3550,U355,U0NM
UTHANE M  ,3550,U355,U0NM
UTHANE M  ,3550,U355,U0NM
V  ML,1540,V540,FML
VADH CS  L,1324,V324,FTHKSL
VADH CS  ML,1325,V325,FTHKSML
VADH CS  ML,1325,V325,FTHKSML
VALDEX  L,1432,V432,FLTKSL
VALDEX  ML,1432,V432,FLTKSML
VALDEX  ML,1432,V432,FLTKSML
VALDEX  ML,1432,V432,FLTKSML
VALIDA  ML,1435,V435,FLTML
VALIDA  ML,1435,V435,FLTML
VALIDA  L,1434,V434,FLTL
VALIGAN  ML,1425,V425,FLKNML
VALIGAN  ML,1425,V425,FLKNML
VALIGAN  ML,1425,V425,FLKNML
VALIGAN  L,1425,V425,FLKNL
VALOR  ML,1465,V465,FLRML
VALOR  L,1464,V464,FLRL
VALOR  L,1464,V464,FLRL
VALOR  ML,1465,V465,FLRML
VALOR  ML,1465,V465,FLRML
VALXTRA  ML,1423,V423,FLKSTRML
VALXTRA  ML,1423,V423,FLKSTRML
VALXTRA  ML,1423,V423,FLKSTRML
VALXTRA  L,1423,V423,FLKSTRL
VARDAAN  SP  ,1635,V635,FRTNSP
VAYEGO  SC  ML,1225,V225,FYKSKML
VAYEGO  SC  ML,1225,V225,FYKSKML
VAYEGO  SC  ML,1225,V225,FYKSKML
VAYEGO  SC  ML,1225,V225,FYKSKML
VAYEGO  SC  L,1224,V224,FYKSKL
VEERAPPAN  ML,1615,V615,FRPNML
VEERAPPAN  L,1615,V615,FRPNL
VELIDA  ML,1435,V435,FLTML
VELIDA  ML,1435,V435,FLTML
VELIDA  L,1434,V434,FLTL
VELUM PRIME  ML,1451,V451,FLMPRMML
VELUM PRIME  ML,1451,V451,FLMPRMML
VELUM PRIME  ML,1451,V451,FLMPRMML
VELUM PRIME  L,1451,V451,FLMPRML
VELUM PRIME  ML,1451,V451,FLMPRMML
VESTA  ,1230,V230,FST
VESTA  ,1230,V230,FST
VESTA  ,1230,V230,FST
VESTA  ,1230,V230,FST
VESTICOR  ML,1232,V232,FSTKRML
VETERAN  ML,1365,V365,FTRNML
VICTOR  ML,1236,V236,FKTRML
VICTOR  ML,1236,V236,FKTRML
VICTOR  ML,1236,V236,FKTRML
VICTOR  ML,1236,V236,FKTRML
VICTOR  L,1236,V236,FKTRL
VICTOR  ML,1236,V236,FKTRML
VICTOR GOLD  ,1236,V236,FKTRKLT
VICTOR GOLD  ,1236,V236,FKTRKLT
VIGOR   ,1260,V260,FKR
VILLO  ,1400,V400,FL
VILLO  ,1400,V400,FL
VIRAAT  ML,1635,V635,FRTML
VIRAAT  ML,1635,V635,FRTML
VIRAAT  ML,1635,V635,FRTML
VIRAAT  L,1634,V634,FRTL
VIRTAKO  ,1632,V632,FRTK
VIRTAKO . ,1632,V632,FRTK
VIRTAKO  ,1632,V632,FRTK
VISION  ML,1254,V254,FXNML
VISMA  ,1250,V250,FSM
VITAVAX POWER  ,1312,V312,FTFKSPWR
VITAVAX POWER  ,1312,V312,FTFKSPWR
VITAVAX POWER  ,1312,V312,FTFKSPWR
VITAVAX POWER  ,1312,V312,FTFKSPWR
VIVAYA  L,1140,V140,FFYL
VOLAX  ,1420,V420,FLKS
VOLAX  ,1420,V420,FLKS
VOLAX  ,1420,V420,FLKS
VOLAX  ,1420,V420,FLKS
VOLIAM FLEXI  ML,1451,V451,FLMFLKSML
WEEDBLOCK  L,3142,W314,WTBLKL
WEEDBLOCK  ML,3142,W314,WTBLKML
WEEDBLOCK  ML,3142,W314,WTBLKML
WEEDGRIP  ,3261,W326,WTKRP
WEEDLESS  ML,3425,W342,WTLSML
WEEDMAR % EC  ML,3562,W356,WTMRKML
WEEDMAR % EC  ML,3562,W356,WTMRKML
WEEDMAR % EC  L,3562,W356,WTMRKL
WEEDMAR % EC  L,3562,W356,WTMRKL
WEEDMAR %  ,3560,W356,WTMR
WEEDMAR %  ,3560,W356,WTMR
WEEDMAR DUST  ML,3563,W356,WTMRTSTML
WEEDMAR SUPER  %  ML,3562,W356,WTMRSPRML
WEEDMAR SUPER  %  L,3562,W356,WTMRSPRL
WEEDMAR SUPER  %  ML,3562,W356,WTMRSPRML
"WEEDNASH ,D % SL  ML",3523,W352,WTNXTSLML
"WEEDNASH ,D % SL  ML",3523,W352,WTNXTSLML
"WEEDNASH ,D % SL  L",3523,W352,WTNXTSL
WEEDNASH %  ,3520,W352,WTNX
WETWELL  ML,3454,W345,WTWLML
WHIPSUPER  ML,1216,W121,WPSPRML
WHIPSUPER  L,1216,W121,WPSPRL
WHIPSUPER  ML,1216,W121,WPSPRML
WHIPSUPER  ML,1216,W121,WPSPRML
WILFIT  ML,4135,W413,WLFTML
WILFIT  ML,4135,W413,WLFTML
WILFIT EXTRA  L,4132,W413,WLFTKSTRL
WILFIT EXTRA  ML,4132,W413,WLFTKSTRML
WILFIT EXTRA  ML,4132,W413,WLFTKSTRML
WIL FORS   L,4162,W416,WLFRSL
WILLO   ML,4540,W454,WLML
WILLO   ML,4540,W454,WLML
WILLO   ML,4540,W454,WLML
WILLO   L,4400,W440,WLL
WILLO   L,4400,W440,WLL
WILLOSATE % SL  ML,4232,W423,WLSTSLML
WILLOSATE % SL  L,4232,W423,WLSTSL
WILLOSATE % SL  L,4232,W423,WLSTSL
WILLOSATE % SL  ML,4232,W423,WLSTSLML
WILLOSATE % SL  ML,4232,W423,WLSTSLML
WILLOSATE   ,4230,W423,WLST
WILLOSATE   ,4230,W423,WLST
WILQUAT  ML,4235,W423,WLKTML
WILQUAT  ML,4235,W423,WLKTML
WILQUAT  L,4234,W423,WLKTL
WILRISE GR  ,4622,W462,WLRSKR
WILSULF CARTON  ,4241,W424,WLSLFKRTN
WILSULF DRUM  ,4241,W424,WLSLFTRM
WILTEZ  ML,4325,W432,WLTSML
WILTEZ  ML,4325,W432,WLTSML
WIRAZER  ,6260,W626,WRSR
XANTHO PREMIUM  ML,2531,X531,SN0PRMML
XANTHO PREMIUM  ML,2531,X531,SN0PRMML
XANTHO PREMIUM  ML,2531,X531,SN0PRMML
XANTHO PREMIUM  L,2531,X531,SN0PRMML
XELORA  ML,2465,X465,SLRML
XELORA  ML,2465,X465,SLRML
XELORA  ML,2465,X465,SLRML
XENGA  ,2520,X520,SNK
XPERT  ,2163,X163,SPRT
XPERT  ,2163,X163,SPRT
XPERT  ,2163,X163,SPRT
XPERT  ,2163,X163,SPRT
XPERT  ,2163,X163,SPRT
XPERT  ,2163,X163,SPRT
XPERT PLUS  ML,2163,X163,SPRTPLSML
XPERT PLUS  ML,2163,X163,SPRTPLSML
XPERT PLUS  ML,2163,X163,SPRTPLSML
XPLODE  ,2143,X143,SPLT
XPLODE  ,2143,X143,SPLT
XPLODE  ,2143,X143,SPLT
YELLOW STICKY TRAP  PCS,4232,Y423,YLSTKTRPKS
YELLOW STICKY TRAP CM*CM  PCS,4232,Y423,YLSTKTRPKMKMPKS
YELLOW STICKY TRAP CM*CM  PCS,4232,Y423,YLSTKTRPKMKMPKS
YOMMEX  ,5200,Y520,YMKS
YOMMEX  ,5200,Y520,YMKS
YORO %  ,6000,Y600,YR
ZAMIR  ML,2565,Z565,SMRML
ZAMIR  ML,2565,Z565,SMRML
ZAMIR  ML,2565,Z565,SMRML
ZAMIR  L,2564,Z564,SMRL
ZAMIR  ML,2565,Z565,SMRML
ZAPAC  ML,2125,Z125,SPKML
ZAPAC  ML,2125,Z125,SPKML
ZEN  ,2500,Z500,SN
ZEN  ,2500,Z500,SN
ZEROX  L,2624,Z624,SRKSL
ZEROX  ML,2625,Z625,SRKSML
ZEROX % EC  ML,2622,Z622,SRKSKML
ZEROX % EC  ML,2622,Z622,SRKSKML
ZEROX % EC  L,2622,Z622,SRKSKL
ZETO  ML,2354,Z354,STML
ZETO  ML,2354,Z354,STML
ZETO  L,2340,Z340,STL
ZIGGY  ML,2254,Z254,SKML
ZIGGY  ML,2254,Z254,SKML
ZURA ATUL  L,2634,Z634,SRTL
ZURA ATUL  ML,2634,Z634,SRTLML
ZURA ATUL  ML,2634,Z634,SRTLML
ZURA ATUL  ML,2634,Z634,SRTLML
ZYGANT  ,2253,Z253,SKNT
ZYGANT  ,2253,Z253,SKNT
DO NOT USE,3532,D532,TNTS
DO NOT USE,3532,D532,TNTS
DO NOT USE,3532,D532,TNTS
DO NOT USE,3532,D532,TNTS
DO NOT USE,3532,D532,TNTS
PARIQUAT  ML,1623,P623,PRKTML
PARIQUAT  ML,1623,P623,PRKTML
PARIQUAT  L,1623,P623,PRKTL
PARIQUAT  L,1623,P623,PRKTL
WEEDMAR SUPER  %  L,3562,W356,WTMRSPRL
ALLQUIT  RE,4236,A423,ALKTR
ALLQUIT  RE,4236,A423,ALKTR
ALLQUIT  ML,4235,A423,ALKTML
BUMPER  ML,1516,B516,BMPRML
BUMPER ML,1516,B516,BMPRML
BUMPER  RE,1516,B516,BMPR
FATAL  ,1340,F340,FTL
FATAL  ,1340,F340,FTL
FATAL  ,1340,F340,FTL
FATAL  ,1340,F340,FTL
IGLARE  ML,2465,I246,IKLRML
IGLARE  ML,2465,I246,IKLRML
IGLARE  L,2464,I246,IKLRL
KOCIDE   ,2230,K230,KST
KOCIDE   ,2230,K230,KST
KOCIDE   ,2230,K230,KST
FUJIONE ML,1255,F255,FJNML
ADAMA PEDESTAL  ML,3513,A351,ATMPTSTLML
ALLQUIT  RE,4236,A423,ALKTR
VEERCON  L,1625,V625,FRKNL
UTTAM LEXON  ML,3542,U354,UTMLKSNML
UTTAM DINTO  ,3535,U353,UTMTNT
LAMBDA STRONG  ML,4513,L513,LMBTSTRNKML
UTTAM LEXON  ML,3542,U354,UTMLKSNML
UTTAM EMA  ,3550,U355,UTMM
DXTAR FS  L,3236,D236,TKSTRFSL
DXTAR FS  ML,3236,D236,TKSTRFSML
DXTAR FS  ML,3236,D236,TKSTRFSML
DXTAR FS  ML,3236,D236,TKSTRFSML
ATUL RHYZO  L,3462,A346,ATLRHSL
IIL FORCE   ,4162,I416,ILFRS
IIL FORCE   ,4162,I416,ILFRS
IIL FORCE   ,4162,I416,ILFRS
GSP ACROSS X  ,2126,G126,KSPKRSKS
GSP ACROSS X  ,2126,G126,KSPKRSKS
GSP ACROSS X  ,2126,G126,KSPKRSKS
TILT  ML,3435,T435,TLTML
SPUNK  L,2152,S152,SPNKL
SPUNK  ML,2152,S152,SPNKML
SPUNK  ML,2152,S152,SPNKML
GSP CYKLON  L,2122,G122,KSPSKLNL
GSP CYKLON  ML,2122,G122,KSPSKLNML
GSP CYKLON  ML,2122,G122,KSPSKLNML
GSP SAFARI  ,2121,G121,KSPSFR
GSP SAFARI  ,2121,G121,KSPSFR
GSP SAFARI  ,2121,G121,KSPSFR
IS SURE  L,2640,I264,ISRL
IS SURE  L,2640,I264,ISRL
IS SURE  ML,2654,I265,ISRML
VEERCON  ML,1625,V625,FRKNML
PENDILIN  ML,1534,P534,PNTLNML
GENKI PLUS % SG  ,2521,G521,JNKPLSK
PENDILIN  ML,1534,P534,PNTLNML
TOKEN  SG  ,3252,T252,TKNSK
AGADI SC  ML,2325,A232,AKTSKML
MAINEX SC  L,5524,M524,MNKSSKL
PEXALON  ML,1245,P245,PKSLNML
ZETA ONE  L,2354,Z354,STNL
APPLY DHANUKA  ,1435,A143,APLTHNK
RIDOMIL GOLD MZ  WG  ,6354,R354,RTMLKLTMSK
ZAPPER SWAL  ,2162,Z162,SPRSWL
FILWET PREMIUM SPRAY INDOFIL  L,1431,F431,FLWTPRMMSPRYNTFL
FILWET PREMIUM SPRAY INDOFIL  ML,1431,F431,FLWTPRMMSPRYNTFLML
FILWET PREMIUM SPRAY INDOFIL  ML,1431,F431,FLWTPRMMSPRYNTFLML
FILWET PREMIUM SPRAY INDOFIL  ML,1431,F431,FLWTPRMMSPRYNTFLML
FILWET PREMIUM SPRAY INDOFIL  ML,1431,F431,FLWTPRMMSPRYNTFLML
PENDIFIX GSP  L,1531,P531,PNTFKSKSPL
PENDIFIX GSP  ML,1531,P531,PNTFKSKSPML
PENDIFIX GSP  ML,1531,P531,PNTFKSKSPML
ROKO  ,6200,R200,RK
APPLY DHANUKA  ,1435,A143,APLTHNK
APPLY DHANUKA  ,1435,A143,APLTHNK
APPLY DHANUKA  ,1435,A143,APLTHNK
LEOPARD.  L,4163,L163,LPRTL
LEOPARD.  ML,4163,L163,LPRTML
LEOPARD.  ML,4163,L163,LPRTML
LEOPARD.  ML,4163,L163,LPRTML
GENESIS  L,2522,G522,JNSSL
GENESIS  ML,2522,G522,JNSSML
GENESIS  ML,2522,G522,JNSSML
GENESIS  ML,2522,G522,JNSSML
RANMAN  ML,6554,R554,RNMNML
AMISTAR OPTI  ML,5236,A523,AMSTRPTML
VITAVAX % WP  ,1312,V312,FTFKSP
GALIGAN  ML,2425,G425,KLKNML
GALIGAN  ML,2425,G425,KLKNML
PENADRIL PLUS  ML,1536,P536,PNTRLPLSML
PENADRIL PLUS . L,1536,P536,PNTRLPLSL
RIDOMIL GOLD MZ  WP  ,6354,R354,RTMLKLTMSP
POLO ZAPP  ML,1421,P421,PLSPML
CYMBUSH  L,2512,C512,SMBXL
UTTAM FLUE  ML,3514,U351,UTMFLML
QUANTIS  ML,2532,Q532,KNTSML
HOPMAAR  ,1560,H156,HPMR
HOPMAAR  ,1560,H156,HPMR
HOPMAAR  ,1560,H156,HPMR
HOPMAAR  ,1560,H156,HPMR
FOSMITE  ML,1253,F253,FSMTML
FOSMITE  ML,1253,F253,FSMTML
SUMITOMO TOBLER   L,2535,S535,SMTMTBLRL
TAFETHION  ML,3135,T135,TF0NML
TAFETHION  ML,3135,T135,TF0NML
TAFETHION  L,3135,T135,TF0NL
TAFETHION  ML,3135,T135,TF0NML
WIN CHI WIN  ML,5254,W525,WNXWNML
ROGORUS  ML,6262,R262,RKRSML
BALIO   L,1440,B440,BLL
BALIO   ML,1454,B454,BLML
BALIO   ML,1454,B454,BLML
BALIO   ML,1454,B454,BLML
CONEO   ,2500,C500,KN
KILLSHOT  ,2423,K423,KLXT
KILLSHOT  ,2423,K423,KLXT
KILLSHOT  ,2423,K423,KLXT
KILLSHOT  ,2423,K423,KLXT
SIMBAA  L,2514,S514,SMBL
SIMBAA  ML,2515,S515,SMBML
SIMBAA  ML,2515,S515,SMBML
SIMBAA  ML,2515,S515,SMBML
AANDHI  L,5340,A534,ANTHL
AANDHI  ML,5354,A535,ANTHML
TOTAL  ML,3345,T345,TTLML
BERDERA WG  ,1636,B636,BRTRK
BERDERA WG  ,1636,B636,BRTRK
BERDERA WG  ,1636,B636,BRTRK
LEOPARD. SL  L,4163,L163,LPRTSL
LEOPARD. SL  ML,4163,L163,LPRTSLML
LEOPARD. SL  ML,4163,L163,LPRTSLML
MAINEX SC  ML,5525,M525,MNKSSKML
AGAS  ,2200,A220,AKS
AGADI SC  L,2324,A232,AKTSKL
RIDOMIL GOLD MZ  WP  ,6354,R354,RTMLKLTMSP
RIDOMIL GOLD MZ  WP  ,6354,R354,RTMLKLTMSP
RIDOMIL GOLD MZ  WP  ,6354,R354,RTMLKLTMSP
TAKE    L,3240,T240,TKL
TAKE     ML,3254,T254,TKML
TAKE     ML,3254,T254,TKML
TAKE     ML,3254,T254,TKML
EVENSO  ML,1525,E152,EFNSML
MANZIM  ,5525,M525,MNSM
UTTAM FULCOT  ML,3514,U351,UTMFLKTML
WINNER  L,5640,W564,WNRL
WINNER  ML,5654,W565,WNRML
STARSULF  ,2362,S362,STRSLF
SULFINO GOLD  ,2415,S415,SLFNKLT
STARSULF  ,2362,S362,STRSLF
STARSULF  ,2362,S362,STRSLF
LUPHOS% SL  L,4124,L124,LFSL
LUPHOS% SL  ML,4124,L124,LFSLML
LUPHOS% SL  ML,4124,L124,LFSLML
LUPHOS% SL  ML,4124,L124,LFSLML
PENDA SUPER  ML,1532,P532,PNTSPRML
PENDA SUPER  ML,1532,P532,PNTSPRML
OPERA .% SE  ML,1625,O162,OPRSML
MEOTHRIN SUMITOMO  L,5365,M365,M0RNSMTML
MEOTHRIN SUMITOMO  ML,5365,M365,M0RNSMTMML
DECIDE DHANUKA  ,3233,D233,TSTTHNK
MIRADOR  ML,5636,M636,MRTRML
PENDAMIL  L,1535,P535,PNTML
PENDAMIL  ML,1535,P535,PNTMLML
PANIDA GRANDE . L,1532,P532,PNTKRNTL
DEVONA  ,3150,D150,TFN
DELMA  ,3450,D450,TLM
IMIVAX  ,5120,I512,IMFKS
DOST SUPER  ML,3232,D232,TSTSPRML
PELE GOLD  L,1424,P424,PLKLTL
PELE GOLD  ML,1424,P424,PLKLTML
PELE GOLD  ML,1424,P424,PLKLTML
PELE GOLD  ML,1424,P424,PLKLTML
SPORA SUPER  ML,2162,S162,SPRSPRML
LEPTO  ,4130,L130,LPT
ALBU  ML,4154,A415,ALBML
ALBU  ML,4154,A415,ALBML
ALBU  L,4140,A414,ALBL
PRABHAVI  L,1611,P611,PRBHFL
PRABHAVI  ML,1611,P611,PRBHFML
PRABHAVI  ML,1611,P611,PRBHFML
PRABHAVI  ML,1611,P611,PRBHFML
NIMROD  ML,5563,N563,NMRTML
NIMROD  L,5563,N563,NMRTL
MOVENTO OD  ML,5153,M153,MFNTTML
PROFILER   ,1614,P614,PRFLR
PROFILER  ,1614,P614,PRFLR
ALGO  ,4200,A420,ALK
EXTRA SUPER  ,2362,E236,EKSTRSPR
KALA SONA  ,2425,K425,KLSN
UTTAM STAMBO  ,3523,U352,UTMSTMB
UTTAM SULTON % SULPHUR  ,3524,U352,UTMSLTNSLFR
PAUSHAK SUPER STAR  ML,1221,P221,PXKSPRSTRML
UTTAM STAMBO  ,3523,U352,UTMSTMB
SURYA  ,2600,S600,SRY
COMPANION  ,2515,C515,KMPNN
COMPANION  ,2515,C515,KMPNN
COMPANION  ,2515,C515,KMPNN
CONVO  ,2510,C510,KNF
VITIS  ,1320,V320,FTS
RUGO  ML,6254,R254,RKML
RUGO  ML,6254,R254,RKML
RUGO  L,6240,R240,RKL
LOWAAK   ML,4254,L254,LWKML
LOWAAK  L,4240,L240,LWKL
BENGARD  ,1526,B526,BNKRT
BENGARD  ,1526,B526,BNKRT
BENGARD  ,1526,B526,BNKRT
BENGARD  ,1526,B526,BNKRT
ATRAM  ,3650,A365,ATRM
SPICE  ,2120,S120,SPS
BUNKER  L,1526,B526,BNKRL
AWKIRA  ,2600,A260,AKR
BUONOS SC  ML,1525,B525,BNSKML
YALI  ,4000,Y400,YL
OXYGOLD  ML,2243,O224,OKSKLTML
STARGEM M   ,2362,S362,STRJM
STARGEM M   ,2362,S362,STRJM
TARGEM M   ,3625,T625,TRJM
STARGEM M   ,2362,S362,STRJM
MARLETT M   ,5643,M643,MRLTM
MARLETT M   ,5643,M643,MRLTM
LIFE   L,4140,L140,LFL
VEERKILL  ML,1624,V624,FRKLML
VEERKILL  ML,1624,V624,FRKLML
VEERKILL  L,1624,V624,FRKL
PINOXA   ML,1525,P525,PNKSML
COMMANDO  ,2553,C553,KMNT
GALIGAN  ML,2425,G425,KLKNML
ATRASAAN  ,3625,A362,ATRSN
GADAR  ,2360,G360,KTR
KINGDOXA  ML,2523,K523,KNKTKSML
HINDOL  ,5340,H534,HNTL
WEEZA  ,2000,W200,WS
WHETO . ,3000,W300,WT
MOHAK  ,5200,M200,MHK
BORNEO SC  ML,1652,B652,BRNSKML
ARROW  ,6000,A600,AR
RAT FREE  ,6316,R316,RTFR
RAT FREE  ,6316,R316,RTFR
EM TECH  ,5320,E532,EMTX
UNI PENDI  ML,5153,U515,UNPNTML
UNI PENDI  L,5153,U515,UNPNTL
SANDESH  ,2532,S532,SNTX
MORTEL GR  ,5634,M634,MRTLKR
YUTORI  ML,3654,Y365,YTRML
WEEDSTAR AMINE  L,3236,W323,WTSTRMNL
RUBAH  ,6100,R100,RB
PANIDA GRANDE  ML,1532,P532,PNTKRNTML
SA CLORAZOR  ,2246,S246,SKLRSR
